sample_id,6122_A5,6129_SE1,6168_B4,6122_P1_SE,6129_A5,6186_B4
RP5-1056H1.2,0,49,0,24,4,0
RP5-1056L3.1,0,0,0,0,0,0
RP5-1057B20.3,0,0,0,0,0,0
RP5-1057I20.2,0,1,0,0,0,0
RP5-1057I20.4,0,1,0,1,0,0
RP5-1057I20.5,0,0,0,1,0,0
RP5-1057I20.6,0,0,0,0,0,0
RP5-1057J7.1,0,1,0,0,0,0
RP5-1057J7.7,0,22,0,7,0,0
RP5-1059H15.1,0,0,0,0,0,0
RP5-1059L7.1,0,5,0,3,7,0
RP5-1061H20.3,0,0,0,0,0,0
RP5-1061H20.4,0,20,0,7,0,0
RP5-1061H20.5,0,0,1,0,0,0
RP5-1063M23.1,0,0,0,0,0,0
RP5-1063M23.2,0,1,0,4,0,0
RP5-1065J22.2,0,0,0,0,0,0
RP5-1065J22.4,0,0,0,0,0,0
RP5-1065J22.8,0,10,0,3,0,0
RP5-1065P14.2,0,0,0,0,0,0
RP5-1066H13.4,0,0,0,0,0,0
RP5-1067M6.3,0,0,0,0,0,0
RP5-1068B5.1,0,0,0,0,0,0
RP5-1068B5.3,0,6,0,1,0,0
RP5-1068E13.7,0,19,0,6,0,0
RP5-1068H6.1,0,0,0,0,0,0
RP5-1068H6.6,0,0,0,0,0,0
RP5-1069C8.2,0,0,0,0,0,0
RP5-1069C8.3,0,0,0,0,0,0
RP5-1070A16.1,0,0,0,0,0,0
RP5-1070G24.2,0,0,0,0,0,0
RP5-1071N3.1,0,2,0,1,0,0
RP5-1073F15.1,0,0,0,0,0,0
RP5-1073O3.2,0,1,0,2,0,0
RP5-1074L1.1,0,5,1,6,0,1
RP5-1074L1.4,0,57,0,65,1,0
RP5-1077B9.5,0,0,0,1,0,0
RP5-1077H22.1,0,0,0,0,0,0
RP5-1077H22.2,0,0,0,0,0,0
RP5-1077I2.3,0,0,0,0,0,0
RP5-1085F17.3,0,37,68,28,0,2
RP5-1085F17.4,0,0,0,0,0,0
RP5-1086K13.1,0,13,0,20,0,0
RP5-1086L22.1,0,0,0,0,0,0
RP5-1087E8.2,0,0,0,0,0,0
RP5-1087E8.3,0,0,0,0,0,0
RP5-1091N2.9,0,2,0,0,0,0
RP5-1092A11.2,0,0,0,0,0,0
RP5-1092A11.5,0,0,0,0,0,0
RP5-1092A3.4,0,25,0,8,3,0
RP5-1092A3.5,0,0,0,0,0,0
RP5-1092L12.2,0,0,0,0,0,0
RP5-1096D14.3,0,0,0,0,0,0
RP5-1096J16.1,0,0,0,0,1,0
RP5-1097F14.1,0,0,0,0,0,0
RP5-1097F14.3,0,0,0,0,0,0
RP5-1097P24.1,0,0,0,0,0,0
RP5-1098D14.1,0,1,0,1,0,0
RP5-1099C19.2,0,0,0,0,0,0
RP5-1099D15.1,0,1,0,3,0,0
RP5-1099E6.3,0,0,0,0,0,0
RP5-1100E15.4,0,0,0,0,0,0
RP5-1100H13.3,0,0,0,0,0,0
RP5-1100I6.1,0,0,0,0,0,0
RP5-1101C3.1,0,0,0,0,0,0
RP5-1102E8.3,0,0,0,0,0,0
RP5-1103B4.3,0,0,0,0,0,0
RP5-1103G7.10,0,0,1,0,0,0
RP5-1103G7.4,0,87,0,39,1,0
RP5-1104E15.6,0,2,0,1,0,0
RP5-1106E3.1,0,0,1,0,0,0
RP5-1106H14.1,0,0,0,0,0,0
RP5-1107A17.2,0,0,0,0,0,0
RP5-1107A17.3,0,0,0,1,0,0
RP5-1107A17.4,0,0,0,0,0,0
RP5-1108M17.5,0,0,0,0,0,0
RP5-1110E20.1,0,0,0,0,0,0
RP5-1111A8.3,0,0,0,0,0,0
RP5-1112D6.4,0,14,0,13,0,0
RP5-1112D6.7,0,2,0,2,0,0
RP5-1112D6.8,0,10,0,8,0,0
RP5-1112F19.2,0,0,0,0,0,0
RP5-1113E3.3,0,0,0,0,0,0
RP5-1114G22.1,0,0,0,0,0,0
RP5-1114G22.2,0,0,0,0,0,0
RP5-1115A15.1,0,6,0,5,0,0
RP5-1115A15.2,0,0,0,0,0,0
RP5-1116H23.1,0,0,0,0,0,0
RP5-1116H23.3,0,1,0,1,0,0
RP5-1116H23.4,0,0,0,0,0,0
RP5-1116H23.5,0,0,0,0,0,0
RP5-1118D24.2,0,0,0,0,0,0
RP5-1119A7.10,0,0,0,0,0,0
RP5-1119A7.11,0,0,0,0,0,0
RP5-1119A7.14,0,1,0,3,0,0
RP5-1119A7.17,0,0,0,0,0,0
RP5-1119O21.2,0,0,0,0,0,0
RP5-1120P11.1,0,0,0,0,0,0
RP5-1120P11.3,0,0,0,0,0,0
RP5-1120P11.4,0,0,0,0,0,0
RP5-1121A15.3,0,0,0,0,0,0
RP5-1121E10.2,0,0,0,0,0,0
RP5-1121H13.1,0,0,0,0,0,0
RP5-1121H13.3,0,0,0,0,0,0
RP5-1121H13.4,0,0,0,0,0,0
RP5-1125A11.1,0,27,127,19,0,1
RP5-1125A11.4,0,0,0,0,0,0
RP5-1125A11.6,0,11,0,13,0,0
RP5-1125A11.7,0,35,0,30,0,0
RP5-1125K23.1,0,0,0,0,0,0
RP5-1125M8.2,0,0,0,0,0,0
RP5-1125M8.3,0,0,0,0,0,0
RP5-1125N11.1,0,0,0,0,0,0
RP5-1126H10.2,0,4,0,6,0,0
RP5-1128N12.2,0,0,0,0,0,0
RP5-1132H15.1,0,1,0,0,0,0
RP5-1132H15.2,0,1,0,1,0,0
RP5-1132H15.3,0,4,0,0,0,0
RP5-1136G13.1,0,0,0,0,0,0
RP5-1136G13.2,0,15,0,14,0,0
RP5-1136G2.1,0,0,0,0,0,0
RP5-1139B12.2,0,1,0,1,0,0
RP5-1139B12.3,0,1,0,0,0,0
RP5-1139B12.4,0,1,0,0,0,0
RP5-1139I1.1,0,0,0,0,0,0
RP5-1139I1.2,0,0,0,0,0,0
RP5-1142A6.10,0,2,0,3,0,0
RP5-1142A6.2,0,3,0,1,0,0
RP5-1142A6.5,0,0,0,0,0,0
RP5-1142A6.7,0,0,0,0,0,0
RP5-1142A6.8,0,0,0,0,0,0
RP5-1142A6.9,0,30,0,19,0,0
RP5-1142J19.1,0,1,0,1,0,0
RP5-1142J19.2,0,2,0,3,0,0
RP5-1147A1.1,0,0,0,1,0,0
RP5-1147A1.2,0,3,0,0,0,0
RP5-1148A21.3,0,91,0,55,0,0
RP5-1154E9.7,0,0,0,0,0,0
RP5-1154L15.1,0,0,0,0,0,0
RP5-1154L15.2,0,0,0,0,0,0
RP5-1155K23.4,0,0,0,0,0,0
RP5-1157M23.2,0,1,0,0,0,0
RP5-1158E12.1,0,0,0,0,0,0
RP5-1158E12.2,0,0,0,0,0,0
RP5-1158E12.3,0,0,0,1,0,0
RP5-1159O4.1,0,25,0,21,0,25
RP5-1159O4.2,0,13,0,15,0,0
RP5-1160K1.3,0,0,0,0,0,0
RP5-1160K1.6,0,0,0,0,0,0
RP5-1160K1.8,0,0,0,0,0,0
RP5-1163L11.2,0,0,0,0,0,0
RP5-1164C1.2,0,0,0,0,0,0
RP5-1165K10.2,0,1,0,4,0,0
RP5-1166A24.1,0,0,0,0,0,0
RP5-1166F10.1,0,0,0,0,0,0
RP5-1168A5.1,0,0,0,0,0,0
RP5-1170K4.7,0,0,0,0,0,0
RP5-1172A22.1,0,0,0,0,0,0
RP5-1172N10.2,0,0,0,0,0,0
RP5-1172N10.4,0,0,0,0,0,0
RP5-1173A5.1,0,0,0,0,0,0
RP5-1173I20.1,0,0,0,0,0,0
RP5-1173P7.1,0,0,0,0,0,0
RP5-1177I5.3,0,0,0,0,0,0
RP5-1177M21.1,0,0,0,0,0,0
RP5-1178H5.2,0,0,0,0,0,0
RP5-1180C18.1,0,0,0,0,0,0
RP5-1180E21.4,0,0,0,0,0,0
RP5-1180E21.5,0,0,0,0,0,0
RP5-1182A14.5,0,0,0,0,0,0
RP5-1184F4.5,0,12,0,10,0,0
RP5-1184F4.7,0,0,0,0,0,0
RP5-1185H19.2,0,1,0,0,0,0
RP5-1185I7.1,0,54,0,53,0,0
RP5-1185K9.1,0,0,0,0,0,0
RP5-1185N5.4,0,12,0,5,0,0
RP5-1186N24.3,0,0,2,0,0,0
RP5-1186P10.2,0,0,0,0,0,0
RP5-1189B24.1,0,1,0,0,0,0
RP5-1189K21.2,0,0,0,0,0,0
RP5-1193P9.2,0,0,0,0,0,0
RP5-1193P9.4,0,0,0,0,0,0
RP5-1195D24.1,0,0,0,0,0,0
RP5-1198O20.4,0,1,0,3,0,0
RP5-1198O20.5,0,0,0,0,0,0
RP5-821D11.7,0,75,1243,21,0,0
RP5-823G15.5,0,0,0,1,0,0
RP5-824H1.1,0,0,0,0,0,0
RP5-826L7.1,0,0,0,0,0,0
RP5-827A12.2,0,0,0,1,0,0
RP5-827C21.2,0,0,0,0,0,0
RP5-827C21.4,0,3,0,6,1,0
RP5-827C21.6,0,2,0,2,0,0
RP5-827E24.1,0,0,0,0,0,0
RP5-827L5.1,0,0,0,0,0,0
RP5-827L5.2,0,0,0,0,0,0
RP5-827O9.1,0,0,0,0,0,0
RP5-828H9.1,0,9,0,1,0,0
RP5-828H9.4,0,0,0,0,0,0
RP5-828K20.2,0,0,0,0,0,0
RP5-831C21.1,0,0,0,0,0,0
RP5-834N19.1,0,0,0,0,0,0
RP5-836E8.1,0,0,0,0,0,0
RP5-836J3.1,0,0,0,0,0,0
RP5-836N17.4,0,0,0,0,0,0
RP5-837G17.1,0,0,0,0,0,0
RP5-837I24.1,0,0,0,2,0,0
RP5-837I24.2,0,0,0,0,0,0
RP5-837I24.4,0,0,0,0,0,0
RP5-837I24.5,0,0,0,0,0,0
RP5-837I24.6,0,0,0,0,0,0
RP5-837J1.1,0,0,0,0,0,0
RP5-837J1.4,0,0,0,1,0,0
RP5-837J1.6,0,0,0,0,0,0
RP5-837M10.1,0,0,0,0,0,0
RP5-837M10.2,0,0,0,0,0,0
RP5-837M10.4,0,1,0,0,0,0
RP5-837O21.1,0,0,0,0,0,1
RP5-837O21.2,0,0,0,0,0,0
RP5-837O21.4,0,0,0,0,0,2
RP5-837O21.5,0,0,0,0,0,0
RP5-837O21.8,0,0,0,0,0,0
RP5-839B4.8,0,0,0,0,0,0
RP5-842K16.1,0,0,0,0,0,1
RP5-842K16.2,0,0,0,0,0,0
RP5-843L14.1,0,0,0,0,0,0
RP5-845O24.3,0,0,0,0,0,0
RP5-845O24.8,0,0,0,0,0,0
RP5-849H19.2,0,0,0,0,0,0
RP5-849L7.1,0,0,0,0,0,0
RP5-850E9.3,0,0,0,0,0,0
RP5-850O15.3,0,0,0,0,0,0
RP5-850O15.4,0,3,0,2,0,0
RP5-851M4.1,0,0,0,0,0,0
RP5-854E16.2,0,1,0,1,0,0
RP5-855D21.1,0,9,0,5,0,0
RP5-855D21.2,0,6,0,6,0,0
RP5-855D21.3,0,7,0,6,0,0
RP5-855F14.2,0,0,0,0,0,0
RP5-855F16.1,0,1,0,0,0,0
RP5-856G1.1,0,0,0,0,0,0
RP5-856G1.2,0,0,0,0,0,0
RP5-857K21.1,0,0,0,0,0,0
RP5-857K21.15,0,0,0,0,0,0
RP5-857K21.2,0,0,0,0,0,0
RP5-857K21.3,0,0,0,0,0,0
RP5-857K21.4,0,0,0,0,0,0
RP5-857K21.5,0,0,0,0,0,0
RP5-858B6.1,0,0,0,0,0,0
RP5-858B6.3,0,0,0,0,0,0
RP5-858L17.1,0,2,0,3,0,0
RP5-859D4.3,0,0,0,0,0,0
RP5-859I17.2,0,0,0,0,0,0
RP5-859I17.3,0,0,0,0,0,0
RP5-859M6.1,0,0,22,0,1,2
RP5-860P4.2,0,0,0,0,0,0
RP5-862K6.4,0,0,0,0,0,0
RP5-862P8.3,0,0,0,0,0,0
RP5-864K19.4,0,3,0,2,0,0
RP5-864K19.7,0,0,0,0,0,0
RP5-865E18.2,0,0,0,0,0,0
RP5-865N13.1,0,0,0,1,0,0
RP5-865N13.2,0,0,0,0,0,0
RP5-866L20.1,0,0,0,0,0,0
RP5-866L20.2,0,0,0,0,0,0
RP5-867C24.1,0,0,0,0,0,0
RP5-867C24.4,0,0,0,0,0,0
RP5-867C24.5,0,0,0,0,0,0
RP5-872K7.7,0,0,0,0,0,0
RP5-874C20.6,0,0,0,0,0,0
RP5-874C20.7,0,0,0,0,0,0
RP5-874C20.8,0,1,0,1,0,0
RP5-875H18.10,0,9,0,8,0,0
RP5-875H18.4,0,8,0,1,0,0
RP5-875H18.9,0,0,0,0,0,0
RP5-875H3.2,0,0,0,0,0,0
RP5-875O13.1,0,0,0,0,0,0
RP5-875O13.6,0,2,0,0,0,0
RP5-878I13.1,0,0,0,0,0,0
RP5-878I13.2,0,0,0,0,0,0
RP5-879K22.1,0,0,0,0,0,0
RP5-881L22.5,0,65,0,53,0,0
RP5-881L22.6,0,1,0,0,0,0
RP5-882C2.2,0,35,0,34,2,3
RP5-882O7.1,0,0,1,0,0,0
RP5-882O7.4,0,1,0,0,0,0
RP5-884C9.2,0,0,0,0,0,0
RP5-884C9.3,0,0,0,0,0,0
RP5-884G6.2,0,18,0,8,1,0
RP5-884M20.4,0,0,0,0,0,0
RP5-884M6.1,0,0,0,0,0,0
RP5-886K2.1,0,0,0,0,0,0
RP5-887A10.1,0,0,3,0,0,0
RP5-888M10.2,0,0,0,0,0,0
RP5-890E16.2,0,7,0,8,0,0
RP5-890E16.4,0,0,0,0,0,0
RP5-890E16.5,0,3,0,1,0,0
RP5-890O15.3,0,0,0,0,1,0
RP5-890O3.3,0,0,0,0,0,0
RP5-891H21.1,0,0,0,0,0,0
RP5-891H21.5,0,0,0,0,0,0
RP5-892F13.2,0,0,0,1,0,0
RP5-892G5.2,0,0,0,0,0,0
RP5-892K4.1,0,1,0,1,0,0
RP5-893G23.1,0,0,0,0,0,0
RP5-894A10.2,0,30,0,31,5,0
RP5-894A10.6,0,64,22,57,0,0
RP5-894D12.4,0,0,0,0,0,0
RP5-894D12.5,0,3,0,1,0,0
RP5-896L10.1,0,0,0,0,0,0
RP5-897D18.1,0,0,0,0,0,0
RP5-898J17.1,0,0,0,0,0,0
RP5-899B16.1,0,0,0,0,0,0
RP5-899B16.2,0,0,0,0,0,0
RP5-899E9.1,0,0,0,0,0,0
RP5-901A4.1,0,4,0,4,0,0
RP5-901A4.4,0,0,0,0,0,0
RP5-901A4.5,0,0,0,0,0,0
RP5-902P8.10,0,3,0,1,0,0
RP5-902P8.12,0,2,0,0,0,0
RP5-903E17.2,0,0,0,0,0,0
RP5-903G2.2,0,0,0,2,0,0
RP5-905G11.3,0,5,0,2,0,0
RP5-905G11.4,0,0,0,0,0,0
RP5-905G11.5,0,0,0,0,0,0
RP5-905H7.10,0,0,0,0,0,0
RP5-905H7.11,0,0,0,0,0,0
RP5-905H7.3,0,0,0,0,0,0
RP5-905H7.4,0,0,0,0,0,0
RP5-905H7.5,0,0,0,0,0,0
RP5-905H7.6,0,0,0,0,0,0
RP5-905H7.7,0,0,0,0,0,0
RP5-905H7.8,0,0,0,0,0,0
RP5-905H7.9,0,0,0,0,0,0
RP5-905N1.2,0,0,0,0,0,0
RP5-906A24.2,0,0,0,0,0,0
RP5-906C1.1,0,0,0,4,0,0
RP5-907D15.3,0,0,0,0,0,0
RP5-907D15.4,0,0,0,0,0,0
RP5-908D6.1,0,0,0,0,0,0
RP5-908M14.10,0,37,0,42,0,3
RP5-908M14.5,0,2,0,9,0,0
RP5-908M14.9,0,9,0,3,0,0
RP5-912I13.1,0,0,0,0,0,0
RP5-914M6.1,0,0,0,0,0,0
RP5-914P20.5,0,23,0,19,1,0
RP5-915N17.3,0,0,0,0,0,0
RP5-916L7.2,0,0,0,0,0,0
RP5-916O11.1,0,0,0,0,0,0
RP5-916O11.2,0,0,0,0,0,0
RP5-916O11.3,0,0,0,0,0,0
RP5-919F19.5,0,2,0,0,0,0
RP5-921G16.1,0,0,0,0,0,0
RP5-921G16.2,0,0,0,0,0,0
RP5-925F19.1,0,0,0,0,0,0
RP5-926E3.1,0,0,0,0,0,0
RP5-928E24.2,0,0,0,0,0,0
RP5-928E24.4,0,0,0,0,0,0
RP5-930J4.2,0,0,0,0,0,0
RP5-930J4.4,0,0,0,0,0,0
RP5-930J4.5,0,0,0,0,0,0
RP5-933B4.1,0,0,0,0,0,0
RP5-933E2.1,0,0,0,0,0,0
RP5-933K21.2,0,1,0,0,0,0
RP5-933K21.3,0,2,0,0,0,0
RP5-934G17.6,0,0,0,0,0,0
RP5-935K16.1,0,148,0,53,0,1
RP5-935K16.2,0,1,0,0,0,0
RP5-936J12.1,0,0,0,0,0,0
RP5-937E21.1,0,0,0,0,0,0
RP5-937E21.8,0,1,0,0,0,0
RP5-940F7.2,0,0,0,0,0,0
RP5-940J5.3,0,2,0,1,0,0
RP5-940J5.6,0,11,9,3,0,0
RP5-940J5.8,0,0,0,0,0,0
RP5-940J5.9,0,0,0,0,0,0
RP5-942I16.1,0,0,0,0,0,0
RP5-943J3.1,0,0,0,0,0,0
RP5-943J3.2,0,17,0,13,5,1
RP5-944M2.1,0,0,0,0,0,0
RP5-944M2.2,0,0,0,0,0,0
RP5-944M2.3,0,0,0,0,0,0
RP5-944M2.4,0,0,0,0,0,0
RP5-945F2.2,0,0,0,0,0,0
RP5-945F2.3,0,0,0,0,0,0
RP5-945I17.2,0,0,0,0,0,0
RP5-947P14.1,0,0,0,0,0,0
RP5-947P14.2,0,0,0,0,0,1
RP5-951N9.1,0,0,0,0,0,0
RP5-951N9.2,0,0,0,0,0,0
RP5-952N6.1,0,0,0,0,0,0
RP5-955M13.4,0,0,0,0,0,0
RP5-956O18.2,0,1,0,3,0,0
RP5-956O18.3,0,0,0,0,0,0
RP5-961K14.1,0,0,1,0,0,0
RP5-961K14.2,0,0,0,0,0,0
RP5-963E22.4,0,0,0,0,0,0
RP5-963E22.5,0,0,0,0,0,0
RP5-963E22.6,0,1,0,2,0,0
RP5-964H19.2,0,0,0,0,0,0
RP5-964N17.1,0,0,0,1,0,0
RP5-965F6.2,0,0,0,0,0,0
RP5-965G21.3,0,97,0,64,0,1
RP5-965G21.4,0,81,0,94,0,85
RP5-965G21.5,0,0,0,0,0,0
RP5-965G21.6,0,30,0,43,0,0
RP5-965K10.3,0,0,0,0,0,0
RP5-966M1.4,0,0,0,0,0,0
RP5-966M1.5,0,0,0,0,0,0
RP5-966M1.6,0,2,0,8,0,0
RP5-966M1.7,0,1,0,1,0,0
RP5-967N21.11,0,4,0,1,0,0
RP5-967N21.12,0,1,0,0,0,0
RP5-967N21.2,0,0,0,0,0,0
RP5-967N21.7,0,0,0,0,0,0
RP5-968D22.1,0,1,0,0,0,0
RP5-968D22.3,0,3,0,0,0,0
RP5-968J1.1,0,0,0,1,0,0
RP5-968P14.2,0,7,0,4,0,0
RP5-971N18.3,0,0,0,0,0,0
RP5-973N23.4,0,0,1,0,0,0
RP5-974N19.1,0,0,0,0,0,0
RP5-977B1.7,0,1,0,2,0,0
RP5-978I12.1,0,0,0,0,0,0
RP5-979D14.1,0,0,0,0,0,0
RP5-981O7.2,0,0,0,1,0,0
RP5-983L19.2,0,0,0,0,0,0
RP5-984P4.1,0,0,0,0,0,0
RP5-984P4.4,0,0,0,0,0,0
RP5-984P4.6,0,10,0,7,0,0
RP5-986I17.2,0,0,0,0,0,0
RP5-988G15.1,0,0,0,0,0,0
RP5-988G17.1,0,0,0,0,0,0
RP5-991C6.2,0,0,0,0,0,0
RP5-991C6.3,0,0,0,0,0,0
RP5-991C6.4,0,0,22,0,0,0
RP5-991G20.1,0,10,0,6,0,0
RP5-991G20.2,0,3,0,1,0,0
RP5-991O23.1,0,0,0,0,0,0
RP5-994D16.11,0,0,0,0,0,0
RP5-994D16.3,0,3,0,1,0,0
RP5-994D16.9,0,18,0,8,0,0
RP5-996D20.3,0,0,0,0,0,0
RP5-997D16.2,0,35,0,32,0,13
RP5-997D24.3,0,0,0,0,0,0
RP5-998G20.1,0,0,0,0,0,0
RP5-998H6.2,0,0,0,0,0,0
RP5-998N21.10,0,0,0,0,0,0
RP5-998N21.3,0,0,0,0,0,0
RP5-998N21.4,0,0,0,0,0,0
RP5-998N21.7,0,0,0,0,0,0
RP5-999L4.2,0,8,0,0,0,0
RP6-102O10.1,0,0,0,0,0,0
RP6-105D16.1,0,1,0,0,0,0
RP6-109B7.2,0,7,0,9,0,0
RP6-109B7.3,0,40,0,19,0,1
RP6-109B7.4,0,2,0,2,0,0
RP6-109B7.5,0,1,0,1,4,0
RP6-114E22.1,0,2,0,0,0,0
RP6-127F18.2,0,0,0,0,0,0
RP6-149D17.1,0,11,0,4,0,0
RP6-14C6.3,0,0,0,0,0,0
RP6-159A1.2,0,1,0,2,0,0
RP6-159A1.3,0,0,0,0,0,0
RP6-166C19.12,0,0,0,0,0,0
RP6-166C19.13,0,0,0,0,0,0
RP6-166C19.14,0,0,0,0,0,0
RP6-166C19.15,0,0,0,0,0,0
RP6-166C19.16,0,0,0,0,0,0
RP6-166C19.17,0,0,0,0,0,0
RP6-166C19.18,0,0,0,0,0,0
RP6-166C19.19,0,0,0,0,0,0
RP6-166C19.20,0,0,0,0,0,0
RP6-166C19.21,0,0,0,0,0,0
RP6-166C19.22,0,0,0,0,0,0
RP6-166C19.23,0,0,0,0,0,0
RP6-186E3.1,0,0,0,0,0,0
RP6-191P20.3,0,0,0,0,0,0
RP6-191P20.4,0,0,0,0,0,0
RP6-191P20.5,0,0,0,0,0,1
RP6-1O2.1,0,0,0,0,0,0
RP6-201G10.2,0,1,0,4,0,0
RP6-204F4.2,0,0,0,0,0,0
RP6-218J18.2,0,1,0,0,0,0
RP6-22P16.1,0,0,0,0,0,0
RP6-24A23.3,0,0,0,0,0,0
RP6-24A23.6,0,0,0,0,0,0
RP6-24A23.7,0,0,0,0,0,0
RP6-27P15.2,0,0,0,0,0,0
RP6-29D12.2,0,0,0,0,0,0
RP6-29D12.3,0,0,0,0,0,0
RP6-29D12.4,0,0,0,0,0,0
RP6-43L17.1,0,0,0,0,0,0
RP6-43L17.2,0,0,0,0,0,0
RP6-60B16.1,0,0,0,0,0,0
RP6-65G23.3,0,13,43,5,5,0
RP6-65G23.5,0,0,0,0,0,0
RP6-74O6.6,0,6,0,0,0,0
RP6-91H8.1,0,0,0,0,0,0
RP6-91H8.2,0,0,0,0,0,0
RP6-91H8.3,0,0,0,0,0,0
RP6-91H8.5,0,0,0,0,0,0
RP6-99M1.1,0,0,0,0,0,0
RP6-99M1.3,0,0,0,0,0,0
RP9,0,101,0,44,0,0
RP9P,0,14,0,11,0,0
RPA1,0,1705,10,503,0,9
RPA2,0,651,0,216,21,44
RPA2P1,0,0,0,0,0,0
RPA2P2,0,0,0,0,0,0
RPA2P3,0,1,0,0,0,0
RPA3OS,0,402,103,264,3,12
RPA4,0,0,1,3,0,0
RPAIN,0,342,0,232,0,0
RPAP1,0,491,0,189,0,0
RPAP2,0,305,0,133,0,2
RPARP-AS1,0,196,1,104,0,0
RPE,0,835,0,284,3,16
RPE65,0,0,0,0,0,0
RPEL1,0,2,0,0,0,0
RPEP1,0,0,0,0,0,0
RPEP2,0,0,0,0,0,0
RPEP3,0,0,0,0,0,0
RPEP4,0,0,0,0,0,0
RPEP5,0,0,0,0,0,0
RPEP6,0,0,0,0,0,0
RPF1,0,686,0,246,0,1
RPF2,0,470,20,181,1,0
RPF2P1,0,1,0,0,0,0
RPF2P2,0,0,0,0,0,0
RPGRIP1,0,5,0,2,0,0
RPGRIP1L,0,153,0,47,0,0
RPH3A,0,0,0,2,1,0
RPH3AL,0,324,0,194,10,54
RPIA,0,873,95,295,5,996
RPIAP1,0,0,0,0,0,0
RPL10A,0,5495,120,1687,9,47
RPL10AP1,0,0,0,0,0,0
RPL10AP2,0,3,0,1,0,1
RPL10AP3,0,0,0,0,0,0
RPL10AP5,0,0,0,0,0,0
RPL10AP6,0,22,17,6,0,2
RPL10L,0,35,0,25,0,0
RPL10P1,0,3,0,2,0,0
RPL10P14,0,0,0,0,0,0
RPL10P15,0,2,0,1,0,0
RPL10P3,0,4,18,2,1,2
RPL11P5,0,0,0,0,0,0
RPL12L3,0,1,1,0,0,0
RPL12P1,0,0,0,0,0,0
RPL12P18,0,4,0,0,0,0
RPL12P2,0,0,0,0,0,0
RPL12P23,0,0,0,0,0,0
RPL12P24,0,0,1,0,0,0
RPL12P29,0,0,0,0,0,0
RPL12P3,0,0,0,0,0,0
RPL12P34,0,0,0,0,0,0
RPL12P37,0,0,1,0,0,0
RPL12P38,0,1,18,0,0,1
RPL12P39,0,1,1,0,0,0
RPL12P41,0,0,0,0,1,0
RPL12P43,0,0,1,0,0,0
RPL12P44,0,0,0,0,0,0
RPL12P8,0,0,2,0,0,0
RPL12P9,0,0,0,0,0,0
RPL13AP,0,0,0,0,0,0
RPL13AP17,0,0,0,0,0,0
RPL13AP2,0,0,3,1,1,0
RPL13AP20,0,18,7,10,0,3
RPL13AP3,0,2,5,0,0,0
RPL13AP6,0,1,4,2,0,1
RPL13AP7,0,4,5,2,0,2
RPL13P,0,0,0,0,0,0
RPL13P12,0,40,22,16,3,6
RPL13P2,0,0,0,0,0,0
RPL13P4,0,0,0,0,0,0
RPL13P5,0,9,0,4,0,0
RPL13P6,0,0,0,0,0,0
RPL14P3,0,0,1,3,0,0
RPL14P5,0,0,0,0,0,0
RPL15P1,0,0,0,0,0,0
RPL15P18,0,2,0,0,0,1
RPL15P2,0,0,0,0,0,0
RPL15P20,0,2,6,0,0,0
RPL15P21,0,7,0,3,0,0
RPL15P3,0,1,0,1,0,0
RPL15P4,0,0,0,0,0,0
RPL17,0,112,0,65,0,0
RPL17-C18orf32,0,0,0,0,0,0
RPL17P1,0,0,0,0,0,0
RPL17P11,0,0,0,0,0,0
RPL17P12,0,0,0,0,0,0
RPL17P17,0,0,0,0,0,0
RPL17P19,0,0,0,0,0,0
RPL17P2,0,0,0,0,0,0
RPL17P20,0,0,0,0,0,0
RPL17P25,0,0,1,0,0,0
RPL17P26,0,0,0,0,0,0
RPL17P3,0,0,0,0,0,0
RPL17P33,0,0,1,0,0,0
RPL17P35,0,0,0,0,0,0
RPL17P37,0,0,0,0,0,0
RPL17P40,0,0,0,0,0,0
RPL17P43,0,0,0,0,0,0
RPL17P45,0,0,0,0,0,0
RPL17P46,0,0,0,0,0,0
RPL17P49,0,0,0,0,0,0
RPL17P50,0,2,0,3,0,0
RPL17P51,0,0,0,0,0,0
RPL18A,0,463,15,181,1,15
RPL18AP14,0,0,0,0,0,0
RPL18AP15,0,0,0,0,0,0
RPL18AP16,0,1,1,1,0,0
RPL18AP17,0,0,0,0,0,0
RPL18AP2,0,0,0,0,0,0
RPL18AP3,0,50,7,13,0,6
RPL18AP7,0,2,0,0,0,1
RPL18AP8,0,1,0,0,0,0
RPL18P10,0,1,0,0,0,0
RPL18P11,0,0,0,2,0,0
RPL19P1,0,0,0,0,0,0
RPL19P11,0,0,0,0,0,0
RPL19P12,0,3,0,1,0,0
RPL19P13,0,0,0,0,0,0
RPL19P14,0,0,0,0,0,0
RPL19P18,0,0,0,0,0,0
RPL19P20,0,0,0,0,0,0
RPL19P21,0,1,0,1,0,0
RPL21P10,0,1,15,0,0,1
RPL21P103,0,0,0,0,0,0
RPL21P104,0,5,0,0,0,0
RPL21P106,0,1,0,0,0,0
RPL21P107,0,0,0,1,0,0
RPL21P108,0,0,0,0,0,0
RPL21P109,0,0,0,0,0,0
RPL21P11,0,1,4,0,0,0
RPL21P110,0,0,0,0,0,0
RPL21P111,0,3,0,1,0,0
RPL21P112,0,0,1,0,0,0
RPL21P116,0,0,3,0,0,0
RPL21P121,0,0,0,1,0,0
RPL21P122,0,0,0,0,0,0
RPL21P126,0,0,0,0,0,0
RPL21P129,0,0,0,0,0,0
RPL21P13,0,0,0,0,0,0
